;N;S;NC;ND;NH;NS;NNT;SC;SD;SH;SS;SNT
7611;JT42.KQ9.QJ.AJ75;96.AT2.T732.Q843;7.5;5.4;5.7;5.2;6.5;7.4;5.4;5.7;5.2;6.5
7612;AK87.AT74.QJ9.52;T9.QJ8652.6.AT94;6.7;4.9;10.7;7.0;8.6;6.4;4.8;10.7;6.8;8.4
7613;K32.QJ65.J64.K62;8.T.AKQ9832.8543;5.4;8.4;3.2;2.2;5.2;4.8;8.3;3.1;2.2;5.0
7614;K5.AKQ742..KT874;AQ873.J5.QJT74.A;10.7;9.0;12.8;11.5;11.0;10.5;9.0;12.8;11.5;11.0
7615;AQ7632.Q8.743.Q8;KT5.AT74.K52.K65;4.7;5.8;5.9;8.7;8.3;4.7;5.7;6.0;8.8;8.8
7616;KT8762.K5.AKJ8.2;QJ9.T9.Q97.T6543;4.5;7.4;2.7;9.6;4.3;4.5;7.4;2.6;9.6;4.3
7617;AQ85.QT52.T532.Q;T4.AJ874.AK87.64;4.3;9.8;10.1;6.4;6.3;4.3;9.8;10.1;6.4;6.3
7618;AJ6.Q83.AQJT6.76;T2.KJ7.K853.AT94;7.1;9.9;7.3;6.0;9.1;7.0;9.9;7.3;6.0;9.1
7619;AKJT3.J7.32.8754;974.AK865.T9.JT6;4.4;2.5;6.2;7.3;3.7;4.4;2.5;6.2;7.2;3.7
7620;Q652.K.J874.KT74;KJ4.AT62.A62.982;7.3;7.4;5.8;7.3;6.8;7.4;7.4;5.9;7.3;6.8
7621;9.AQJ973.432.953;QT82.K6.AKJ765.7;3.8;10.6;10.5;4.7;4.9;3.9;10.6;10.6;4.8;4.9
7622;AKJT743..AT6.AT5;62.AJ72.J542.J92;7.6;8.9;5.7;10.4;10.0;7.7;8.9;5.7;10.1;10.0
7623;843.Q.KJ973.KT64;9.AJ965.Q842.QJ8;7.5;9.3;6.0;3.5;4.7;7.5;9.3;6.0;3.5;4.7
7624;AQ96.K93.952.Q97;72.AT6.QJ.JT6542;7.7;3.8;4.8;4.6;4.6;7.6;3.7;4.7;4.4;4.6
7625;Q4.AK742.642.Q85;975.T853.KT85.32;1.5;3.9;5.8;1.6;2.4;1.5;3.8;5.8;1.5;2.3
7626;6.Q95.Q753.J9864;AT972.K32.JT98.T;4.4;5.6;3.4;4.0;3.5;4.4;5.5;3.5;4.1;3.4
7627;QT954.Q93.A9864.;AK8.AT2.QJ5.8742;4.7;11.2;7.5;11.1;7.1;4.6;11.1;7.6;11.0;7.0
7628;4.J842.Q962.QT63;T65.QT7.A874.A84;5.2;6.4;5.3;2.5;3.7;5.3;6.4;5.3;2.6;3.7
7629;8652.Q63.832.AKT;KT3.A7.AKJ95.QJ7;8.3;9.7;6.5;9.0;9.6;8.4;9.7;6.5;8.7;9.5
7630;T6.9852.K975.Q97;AK3.Q6.T43.AJ543;7.3;5.8;4.3;3.4;5.5;7.3;5.8;4.4;3.4;5.5
7631;J2.KT98.QJT765.A;A853.AQJ64.A2.J3;4.8;11.2;11.9;7.9;9.4;4.8;11.3;11.9;8.0;9.4
7632;Q8.AQJT98.J52.KJ;AK7642..KQT8.Q83;7.5;10.3;9.1;10.4;10.4;7.5;10.2;9.1;10.4;10.2
7633;AT985.7.A92.AT84;K6.K82.T7643.KQ2;9.2;9.7;5.6;8.9;7.7;9.1;9.6;5.9;9.0;7.9
7634;65.AK952.KT6.K93;T82.643.AQ92.J82;5.1;7.1;7.7;4.5;6.3;5.1;7.1;7.7;4.5;6.3
7635;A7.A8.J854.QT632;Q3.K93.AKT9.K875;10.5;11.0;5.9;6.2;9.6;10.3;10.5;5.7;5.9;8.5
7636;97653.J43.K874.2;KQT.KT2.Q6.KJT97;5.5;5.2;4.9;6.9;5.0;5.7;5.1;4.9;7.3;5.3
7637;T.J943.J6.KQJT73;Q6.KQ76.AQ74.A95;10.2;6.6;10.1;4.0;6.4;10.2;6.3;10.0;4.0;6.4
7638;T97653.AJ.J3.764;A.T984.QT754.982;2.0;4.8;3.2;3.7;2.1;2.0;4.8;3.2;3.7;2.1
7639;K9853.T92.982.53;Q64.Q8.QT74.AJ82;2.1;3.6;1.5;5.1;2.4;2.1;3.6;1.5;5.2;2.4
7640;T.AJT862.A85.K43;AJ63.974.K92.Q95;7.0;6.6;9.4;5.5;8.3;7.0;6.6;9.4;5.5;8.4
7641;9763.8752.3.6432;J82.AT9.KT74.AT7;2.9;2.6;3.2;3.0;2.8;2.9;2.7;3.2;3.0;2.8
7642;KQ93.A94.J974.J8;AJ76.K83.A853.42;4.6;8.1;5.9;8.0;6.9;4.6;8.1;5.9;8.1;6.9
7643;974.85.AKT964.75;82.Q9764.QJ8.AQJ;3.7;8.5;6.4;3.8;5.3;3.7;8.5;6.4;3.8;5.3
7644;985.AT95.QT7.T92;K4.432.J532.K875;3.9;4.0;3.3;1.8;2.5;3.9;4.0;3.2;1.8;2.6
7645;QJ2.KT96.K65.A43;KT.A872.AQ842.J7;6.9;9.7;9.8;7.1;9.0;6.8;9.7;9.8;7.1;9.2
7646;Q8.95.QJ975.JT62;9543.432.AT4.AQ9;6.5;7.8;3.0;3.4;3.4;6.6;7.8;3.0;3.4;3.4
7647;T87.KT3.QT63.T96;AQJ92.Q952.5.A52;5.0;4.3;6.9;8.0;5.9;5.0;4.2;6.8;8.0;5.8
7648;QJ42.87.Q9.AT974;KT7.T532.AKJ3.53;7.5;6.7;5.9;7.9;5.9;7.5;6.7;5.9;7.9;5.9
7649;T.AQT9754.K3.A64;A8764.J3.J762.KJ;6.4;7.1;11.2;7.2;9.9;6.4;7.1;11.3;7.1;9.9
7650;AQT4.AQT975.83.J;K98763.J84.JT.97;0.7;0.7;8.6;9.1;1.8;0.7;0.7;8.7;9.2;1.8
7651;K2.AQ.JT9752.K63;754.K73.AQ6.9852;6.3;8.7;4.6;4.6;5.6;6.3;8.7;4.6;4.6;5.6
7652;74.A87.J98.AJ953;K863.942.A42.KQ8;7.8;5.2;5.1;5.1;7.5;8.0;5.4;5.2;5.1;7.6
7653;KQ73.AQ.QT.Q5432;A8.K6.J7432.AKJT;11.0;10.2;7.1;9.5;10.3;11.0;10.2;7.1;9.5;10.3
7654;T9.982.JT43.AT65;Q842.543.A862.98;3.0;4.8;2.1;3.2;3.0;3.0;4.8;2.1;3.2;3.0
7655;J3.Q976432.K53.T;982.AK.A9742.984;2.0;7.1;8.6;2.0;2.7;1.9;7.1;8.7;2.0;2.7
7656;Q8.86.Q64.JT8654;A532.J92.AK9.KQ3;9.0;5.1;4.0;5.0;5.1;9.0;5.1;3.9;4.9;4.9
7657;Q2.JT432.52.AKQ9;AKJ984..JT976.T7;7.5;8.1;5.6;10.0;6.8;7.5;8.1;5.6;10.0;6.7
7658;843.AKJT86.K97.8;QT7.743.3.AKQ754;8.8;4.4;9.5;5.8;7.6;8.8;4.3;9.5;5.7;7.2
7659;9732.5.J84.QJT86;J85.AT4.K965.432;4.8;3.8;1.3;2.1;1.6;4.8;3.8;1.3;2.1;1.6
7660;Q7.KT4.QJT73.AK3;KJ5.Q873.AK8.T42;8.0;10.6;10.0;7.3;10.1;8.0;10.5;10.0;7.3;10.1
7661;4.752.A542.AJ983;AK32.AKT64.K.Q54;11.9;9.1;11.4;8.3;10.7;11.9;8.9;11.4;8.2;10.7
7662;KJ96.Q98.95.AK95;72.AT7.AKQ832.J7;9.3;11.0;9.2;9.1;10.7;9.2;10.8;9.0;8.9;10.7
7663;A4.AK6.JT85.AJ93;T75.QJ875.AK973.;7.0;12.8;11.9;7.4;11.7;6.9;12.8;12.0;7.4;11.7
7664;A7.KQ9854.63.A94;J982.63.KJT82.72;3.7;6.1;6.9;4.8;4.3;3.7;6.3;6.9;4.7;4.3
7665;K754.KQ652.43.53;83.83.AJ765.A976;3.8;4.8;5.7;4.0;3.8;3.8;4.9;5.7;3.9;3.8
7666;86.JT43.T82.KQ43;54.A2.AQ96.A9875;9.1;8.2;6.1;4.1;7.1;9.1;8.1;6.2;4.1;7.1
7667;KQT74.86.Q765.T7;A53.AQJ52.9842.5;2.8;8.2;7.4;7.9;4.7;2.8;8.2;7.2;7.9;4.7
7668;A62.J42.AK76.JT8;KQ54.T.JT82.AQ65;9.6;10.8;6.2;10.1;7.0;9.8;10.8;6.3;10.1;7.0
7669;JT.4.QJ82.AKJ653;K2.KQJ8753.96.97;7.5;5.7;8.1;3.7;5.1;7.5;5.7;8.1;3.7;5.1
7670;A.K52.765.AQT962;8643.43.J984.543;6.8;4.0;2.5;2.6;3.5;6.8;4.0;2.5;2.6;3.4
7671;T8732.J85.JT765.;AQJ.K64.AQ.AK762;6.3;9.3;7.2;10.1;6.9;6.3;9.6;7.4;10.4;6.9
7672;AT97.K5.JT53.J65;2.AJ863.Q84.KQ32;7.9;8.3;8.5;5.9;7.5;8.1;8.3;8.5;5.9;7.3
7673;42.Q.KQJ542.J643;JT97.KT96.A73.72;4.0;7.3;3.3;4.0;5.1;4.0;7.3;3.3;4.0;5.0
7674;KT9..AQ9762.A642;QJ6.AQ8732.T84.9;6.0;11.2;8.3;7.6;7.7;6.0;11.2;8.3;7.6;7.8
7675;97.K53.AQ54.A862;AQ3.AJ94.J932.Q4;8.9;10.7;10.4;7.5;9.9;9.4;11.1;10.5;7.3;10.3
7676;JT3.AJ63.Q98.QJ9;KQ76.KQ.T32.A543;8.0;7.1;7.5;8.5;8.3;8.0;7.1;7.5;8.5;8.3
7677;AK53.K873.AQ4.AQ;T62.A54.63.JT954;9.6;7.2;9.3;9.2;9.2;9.6;7.1;9.3;9.2;8.8
7678;AT7.3.A97632.A96;KQ42.QT9865.J.43;5.3;7.4;8.6;7.8;5.6;5.3;7.5;8.6;7.8;5.6
7679;T3.A6432.75.T762;A4.J985.KQJ8.A85;6.0;5.9;7.9;4.4;5.7;5.9;5.9;7.9;4.4;5.7
7680;K32.AJ62.A.KQ954;JT.K95.K9652.876;9.2;7.5;8.8;6.2;7.4;9.2;7.4;8.7;6.1;7.4
7681;K5.AQT93.KT9.852;T98762.KJ4.A8.K4;5.1;5.1;10.0;9.1;7.6;5.4;5.4;10.1;9.3;7.9
7682;95.AQ87.A95.KJ43;62.K543.Q874.QT9;7.1;7.3;8.1;3.9;5.0;7.2;7.3;8.1;3.9;5.0
7683;K86.QT532.72.Q64;T52.AKJ4.Q864.J7;3.0;3.8;6.8;3.3;5.7;2.6;3.7;6.5;3.1;5.7
7684;A2.98.Q52.Q97652;KQJ74.K732.6.T83;7.6;3.0;3.7;6.3;4.8;7.8;3.0;4.1;6.3;4.8
7685;QJ95.AJ76.8542.9;T862.9842.J.K873;1.9;1.6;5.8;5.7;1.8;1.9;1.6;5.7;5.4;1.8
7686;A973.Q753.K4.J83;K8.K6.QJ873.T754;6.6;7.0;5.0;4.8;5.4;6.6;7.1;5.0;4.8;5.6
7687;K93.KQ53.A43.J63;QJ865.JT.J82.Q87;4.7;4.5;4.9;6.6;5.7;4.7;4.4;4.8;6.5;5.7
7688;Q73.Q6.QT862.K96;8652.J9832.54.53;0.7;2.3;2.7;1.7;0.9;0.7;2.2;2.7;1.6;0.9
7689;AQ642.954.875.72;7.QT8762.AKJ43.6;2.9;8.6;9.0;5.3;4.5;2.9;8.6;9.0;5.3;4.5
7690;95.T96543.Q3.KT7;AQ64.2.J864.8632;4.0;3.2;4.3;2.9;2.8;3.7;3.2;4.2;2.9;2.8
7691;QJ4.76.986.AQJT2;AK975.A942.A4.54;10.7;5.9;7.4;11.2;9.7;10.7;5.9;7.4;11.2;9.7
7692;JT94.KJ2.AQ4.AKJ;32.Q75.J862.Q432;8.2;8.3;6.6;6.6;8.1;8.2;8.2;6.6;6.5;8.1
7693;J9865.KJ8.62.T87;A743.964.T873.K5;1.6;1.7;2.1;5.4;1.9;1.7;1.5;2.1;5.4;2.0
7694;.AQT9.K987642.QT;96532.J763.53.K2;2.0;8.7;6.7;2.5;2.8;2.0;8.6;6.3;2.5;2.8
7695;AQT73.Q865.95.AT;J984.A4.KQ7.KQ93;9.9;7.3;8.3;10.8;10.1;9.6;7.2;8.4;10.7;9.8
7696;T62.K6.T865.T765;A4.QT53.AQ2.AJ92;7.9;6.8;6.0;4.7;6.0;8.1;6.9;5.9;4.8;6.1
7697;Q96.T2.J652.KT96;K75.K83.KT8.J875;6.1;5.5;3.2;3.8;4.5;6.2;5.4;3.4;3.9;4.6
7698;AJ92.AQ92.A862.8;K8763.K8.J3.QT95;7.0;7.3;8.4;11.2;8.9;7.0;7.3;8.4;11.2;8.9
7699;KJ2.53.QT72.AJ95;AQT985.JT4.J5.32;4.9;4.5;3.6;8.0;6.4;4.9;4.5;3.6;8.0;6.4
7700;64.AT853.642.AJ6;K832.QJ4.J8.K852;7.3;4.2;8.2;5.1;6.3;7.2;4.1;8.2;5.1;6.3
7701;AKQ763.T.A6.KJ73;J54.A94.987532.2;5.3;8.7;4.0;10.6;8.1;5.2;8.8;4.0;10.7;8.1
7702;86.A765.T65.AJT5;AJ95.KQ942.J2.76;5.7;4.5;8.9;6.0;6.9;5.9;4.5;8.9;5.9;6.9
7703;J543.A3.K872.AT4;Q.QJT975.4.J9652;8.5;3.2;8.8;3.0;3.7;8.3;3.1;8.6;3.0;3.5
7704;Q943.T86.9876.85;2.AKJ9.AQT42.KJ2;4.3;9.0;6.9;4.5;5.8;4.2;8.9;7.0;4.4;5.4
7705;A7.J8764.K74.T74;J42.KQ2.AJ2.QJ83;7.1;6.0;8.3;4.7;6.3;7.4;6.1;8.3;4.8;6.3
7706;A2.875.987.T9852;QJT873.Q96.QJ3.Q;3.4;2.5;2.3;5.7;2.4;3.5;2.5;2.5;5.8;2.6
7707;K84.A752.T9.KJ96;762.T3.AQ7532.T4;5.5;7.0;4.1;4.1;4.6;5.5;6.9;4.0;4.0;4.6
7708;3.T9762.AQJT.QJ5;AKJ7652..K43.T72;5.8;8.7;5.4;10.2;6.9;5.8;8.7;5.4;10.2;7.0
7709;KT7.A85432.T84.7;95.T6.KQ62.KJ963;5.3;5.7;6.7;3.8;4.3;5.3;5.7;6.7;3.7;4.3
7710;AT843.QT6.K42.AT;.K842.QT976.8652;5.6;8.5;7.2;5.0;5.9;5.6;8.5;7.2;5.0;5.8
7711;732.T73.J97.KT93;T965.A6.32.AQ865;7.0;1.6;2.0;3.3;4.1;7.0;1.6;2.0;3.3;4.1
7712;92.Q9874.Q654.T2;AQJ83.62.T987.96;1.3;5.6;4.2;4.6;2.0;1.3;5.6;4.2;4.6;2.0
7713;Q94.AQ86.KQT5.T7;J5.J5.J76432.K83;3.4;8.2;4.6;3.3;5.1;3.6;8.2;4.8;3.3;5.7
7714;964.7.9653.AKQ53;AQT5.QT3.K4.J762;9.2;4.9;3.7;7.5;5.6;9.2;5.3;3.9;7.8;6.7
7715;T543.AJ97.A.QJT9;KQ9.T5.Q87532.K5;7.3;7.0;7.2;8.1;7.8;7.3;7.0;7.2;8.0;7.7
7716;A92.K2.AJT875.83;J85.T54.Q9642.97;1.9;7.6;2.0;2.8;3.5;1.9;7.6;1.9;2.8;3.5
7717;A83.T72.AQ4.AK97;Q7.AQ8543.9872.5;6.8;9.2;10.5;6.3;8.7;6.5;9.4;10.5;6.4;9.3
7718;9854.53.QT.AQ762;Q72.KT874.J2.KJ9;5.9;1.4;4.7;3.4;2.2;5.9;1.5;4.7;3.8;2.4
7719;A852.T42.94.J832;QJT7.Q86.T653.65;1.4;1.3;1.6;4.7;1.7;1.4;1.3;1.6;4.7;1.7
7720;73.A9653.2.AQJ83;KJ5.Q4.AKJ94.942;10.1;9.6;9.5;7.0;9.4;10.4;9.6;9.6;7.1;10.0
7721;T85.KJ654.9543.6;KQ643.82.QT72.T4;0.8;4.8;4.2;5.3;1.7;0.8;4.6;4.2;5.3;1.7
7722;4.AKJ32.Q865.AK4;AQJT87.Q75.K.T82;9.3;8.1;11.6;10.8;10.2;9.1;8.1;11.6;10.7;10.2
7723;AT654.KQ3.A965.4;KQ8.J97654.KJ.K9;5.5;8.3;10.9;10.3;7.5;5.5;8.3;10.9;10.3;7.5
7724;KQ874.K983.A2.A3;AJ6.QJ5.Q643.975;5.6;6.8;9.5;9.8;8.6;5.6;6.9;9.5;9.8;8.6
7725;K94.AK984.43.AK9;AQJT.T6.AJ872.Q8;9.5;11.1;11.5;12.1;11.8;9.5;11.1;11.5;12.1;11.8
7726;AKQ543.A5.K.AK96;76.T87.9865.J875;10.4;5.1;4.7;9.8;8.0;10.4;5.0;4.7;9.8;8.0
7727;AJT6.Q.A5.QJT974;74.K863.K83.A632;10.6;5.9;6.4;7.9;9.5;10.6;5.9;6.4;7.9;9.5
7728;T83.K975.AK9.986;KJ.A63.J84.AQT53;9.7;7.9;8.8;6.7;8.9;9.6;7.7;8.8;6.7;8.9
7729;AQ5.9.KQ4.J98752;JT96.AQJ5.A96.Q6;10.2;8.6;7.2;9.8;9.8;10.1;8.6;7.1;9.9;9.9
7730;Q3.J64.JT74.J754;T642.KQT97.52.63;0.8;1.1;4.1;1.1;1.2;0.6;1.0;4.1;1.1;1.0
7731;A72.KT974.K4.K92;K5.852.T853.QJT6;6.3;5.2;7.5;3.8;5.5;6.3;5.2;7.3;3.7;5.4
7732;KT52.963.J8652.K;AJ7.A84.T7.AJ742;7.1;7.9;6.5;7.9;6.7;7.1;7.9;6.5;8.0;6.7
7733;J75.Q8.AQ74.KJT2;A98.AK7.T853.764;8.1;8.9;6.5;6.9;8.4;8.1;8.8;6.4;6.9;8.4
7734;T74.A65.KT9.AJ54;AK.942.AQ8432.K8;9.0;11.5;8.7;6.9;11.5;9.0;11.5;8.6;6.9;11.5
7735;AKJT7.A652.KT5.J;Q864.Q7.AQ.Q7542;8.1;6.4;8.1;11.7;9.2;8.2;6.4;8.1;11.6;9.2
7736;.A954.AT84.K8542;QJT875.Q3.J7.Q96;7.6;5.6;5.5;6.6;6.3;7.7;5.7;5.6;6.5;6.2
7737;AKJ.T72.K872.AJ9;T9763.Q5.6.T8542;8.0;3.8;3.5;8.2;4.3;7.8;3.7;3.4;8.1;4.4
7738;J865.8753.63.KQ9;AK9.AT42.T5.J432;6.1;3.1;7.0;5.8;4.3;6.1;3.1;7.0;5.8;4.3
7739;Q6.A754.AT763.K7;K7.83.KJ42.A9542;9.3;10.8;7.3;5.3;8.9;9.4;10.8;7.3;5.3;8.9
7740;942.JT863.643.64;T5.954.87.AQ9752;3.8;0.3;3.0;0.1;0.3;3.8;0.3;3.0;0.1;0.3
7741;JT.Q643.K7.KQ762;AK43.K.AQJ632.AT;11.6;11.9;8.3;10.2;12.0;11.6;11.8;8.4;10.2;12.0
7742;AT9.K842.T82.J75;K5.AJ5.AJ7643.K2;6.1;10.3;8.9;6.3;8.4;6.1;10.3;8.9;6.5;8.4
7743;K96.Q.T652.K9543;JT7.A95.AQJ873.T;6.5;10.2;3.4;5.2;6.2;6.5;10.2;3.4;5.1;6.1
7744;A98753.KJ.AKJ7.J;2.AQ9876.Q854.T5;4.1;11.7;11.1;8.7;7.4;4.1;11.8;11.2;8.7;7.4
7745;T97.T97.AQJ96.AQ;KJ54.KQJ.T74.J75;6.2;9.0;7.3;8.3;8.5;6.1;9.0;7.2;8.2;8.4
7746;K974.KT3.QJ43.Q5;JT6.J42.875.AJ32;4.5;5.2;4.7;5.6;5.2;4.3;5.1;4.5;5.6;5.1
7747;95.7.Q98732.KQ43;.AK2.AKJ5.AJ8762;12.8;12.9;4.7;3.5;6.4;12.8;12.7;4.7;3.3;6.4
7748;AK94.Q62.Q9.T962;65.J543.A862.AJ4;6.7;5.5;6.8;5.3;6.3;6.9;5.6;6.8;5.4;6.1
7749;3.KJT6432.Q63.64;75.AQ.J98.KQJ853;7.1;3.1;8.5;2.1;4.2;7.1;3.1;8.5;2.1;4.2
7750;K863.95.KJ982.72;QJT4.A632.65.964;2.0;5.0;2.3;6.3;2.5;2.0;5.0;2.3;6.3;2.5
7751;AKJ82.AQ5.A5.Q98;54.962.KJT982.K3;7.7;11.3;8.7;9.8;9.3;7.5;11.0;8.5;9.6;9.4
7752;K754.T85.JT5.Q82;T3.943.Q872.K765;3.1;3.3;1.7;2.0;1.9;3.0;3.3;1.7;2.0;1.9
7753;76.KQJT96.75.KT5;AQ8.7542.JT3.A98;5.2;3.6;8.6;3.6;5.9;5.3;3.5;8.6;3.6;6.2
7754;J65.KT763.KQ6.Q8;KT4.A982.AT.A743;8.4;7.4;10.4;8.2;10.2;8.5;7.4;10.6;8.2;9.9
7755;8764.J84.987.763;J932.K953.KJ5.J5;0.7;1.5;2.4;2.9;1.3;0.7;1.5;2.4;2.9;1.3
7756;94.Q8753.Q96.AJT;QT876.A96.A53.Q5;5.0;5.7;7.5;6.7;7.3;4.9;5.4;7.5;6.8;7.0
7757;KT953.T4.Q84.963;J642.KJ932.953.Q;0.4;0.8;3.8;5.7;1.1;0.4;0.8;3.8;5.7;1.1
7758;8532.86.AQJ96.Q7;KJ94.T4.K75.T643;3.3;6.7;1.5;6.0;3.5;3.3;6.7;1.4;6.0;3.5
7759;AQJ832.AJ.K43.93;974.87.T962.A854;4.3;5.7;3.2;8.2;6.3;4.2;5.6;3.2;8.2;6.3
7760;A95.KT96.T32.JT7;QT7.AQ42.Q84.A86;5.9;5.9;7.8;5.9;7.4;5.9;5.9;7.7;6.0;7.7
7761;J9.6.KJT5432.AQ6;KQ75.QJ932.A7.T5;5.6;10.0;6.7;6.9;9.1;5.5;10.0;6.7;6.7;8.9
7762;2.JT42.A3.JT9642;QJ9864.9865.K5.Q;5.9;2.1;5.7;5.4;2.6;5.9;2.1;5.7;5.4;2.6
7763;AKT654.AJ98.A6.J;QJ.Q52.QT92.AQ98;9.1;10.2;11.3;11.9;11.6;8.9;9.9;11.2;12.0;11.8
7764;AQ952.T42.A74.K8;K4.K85.KQ93.A754;8.5;10.2;8.7;10.1;10.3;8.6;10.5;8.8;10.4;10.3
7765;J98.A863.K5.QT64;T7.QJ9.A632.K532;8.3;5.3;7.1;4.5;6.0;8.3;5.2;7.2;4.5;6.0
7766;Q42.T7.AQT2.QT92;KJT9.854.85.AK74;9.1;6.6;5.3;8.2;6.0;9.1;6.6;5.3;8.1;6.0
7767;.A8652.6.AKQT875;AQT8.KQJ73.AK7.9;12.9;7.9;13.0;8.5;13.0;13.0;7.9;13.0;8.5;13.0
7768;KJ4.K52.T53.J872;AQ52.Q3.QJ762.KQ;6.1;8.5;5.0;7.6;6.4;6.4;8.5;5.1;7.6;6.9
7769;AKT654.43.KQ4.74;97.KJT62.J52.T85;4.1;5.0;6.5;7.5;5.2;4.1;5.0;6.5;7.5;5.2
7770;Q642.JT643.986.3;JT73.AKQ9.32.AK7;3.1;3.4;7.9;7.8;6.1;3.0;3.3;7.8;7.9;5.9
7771;6.KJT43.J32.K943;T32.A965.K98.Q86;6.6;3.8;8.6;3.2;5.3;6.6;3.8;8.6;3.2;5.3
7772;K9752.QT98.3.854;AJT8..A9654.QJT6;6.8;5.8;4.0;9.3;5.9;6.8;5.8;4.0;9.3;5.9
7773;KQ95.T32.Q86.J42;J42.K.AT73.QT865;7.0;5.5;3.0;5.7;3.5;7.0;5.6;3.0;5.7;3.5
7774;Q.KJ52.J8732.K62;832.Q3.KT96.J873;4.4;7.0;3.2;2.0;3.0;4.2;7.0;3.2;2.0;3.0
7775;T8.AQ987.QT52.Q3;9643.2.K9.JT8654;5.4;4.0;4.3;3.2;3.5;5.4;3.9;4.3;3.2;3.5
7776;AKJT75.QJ83.QT.5;Q8.A9652.AK6542.;5.0;12.9;12.5;13.0;6.5;5.0;12.9;12.5;13.0;6.5
7777;QJ6.T643.6532.J2;732.A9875.JT.T53;0.3;0.5;4.5;1.2;0.7;0.3;0.5;4.5;1.2;0.7
7778;J92.AJ94.AKJ.J62;A863.QT76.874.87;4.8;5.9;8.1;7.1;6.9;4.6;5.7;8.0;7.1;6.9
7779;AK6.KJ9.K973.T94;J8.AT752.QJ8.A63;7.6;9.4;9.8;5.9;9.6;7.6;9.4;9.9;6.1;9.6
7780;KT62.AKT5.83.K74;J87.Q97.KJ72.A98;7.6;7.7;9.0;8.9;8.8;7.5;7.4;8.7;8.8;8.8
7781;AQ83.KJ876.2.QT7;J9764.4.AKT84.65;5.0;7.1;6.5;9.4;7.1;5.0;7.0;6.5;9.4;7.1
7782;AQ9.853.KQ.Q9743;KJT8762.QJ.A92.T;5.4;4.0;3.9;10.0;6.0;5.4;4.0;4.0;10.0;6.0
7783;AQJ7.A732.AT732.;63.QJ85.954.KQT6;5.8;9.1;8.9;7.2;8.0;5.8;9.0;8.9;7.0;8.1
7784;J82.T76.AQ.AJT87;AKQ7643..T75.K96;12.3;5.9;3.6;12.8;7.1;12.5;5.5;3.5;12.9;7.1
7785;A32.A964.A85.T43;9.QT.Q764.AQJ652;10.7;9.8;7.6;5.4;9.7;10.8;9.8;7.6;5.5;9.7
7786;K9753.Q9.J742.KJ;T.AKJ6.T953.A642;7.0;8.7;7.1;6.8;7.3;6.9;8.6;7.0;6.8;7.2
7787;AQT7.82.JT8763.A;KJ9.A7.KQ92.J763;5.1;11.1;5.3;9.9;7.8;4.9;11.1;5.1;9.7;7.8
7788;A4.AK843.T63.KT8;K85.2.AKQJ5.AJ73;12.6;13.0;10.4;9.1;13.0;12.6;13.0;10.4;9.1;13.0
7789;KQJ53.K3.KQ82.52;984.A952.764.943;3.4;5.7;4.1;7.0;4.5;3.4;5.6;4.0;6.9;4.5
7790;Q75.AKT84.AT.AJ2;T4.95.Q86.T96543;9.1;5.8;7.4;5.3;7.0;9.1;5.8;7.3;5.1;6.8
7791;QJ853.QJ94.K2.Q3;62.A2.QJ6.AJT862;8.9;5.5;6.5;7.6;8.8;9.0;5.8;6.6;7.6;8.7
7792;JT52.76.JT82.K64;K.Q932.A653.9832;3.3;5.5;2.8;3.0;3.1;3.5;5.4;2.9;2.9;3.2
7793;T63.95.JT73.K864;AK97.QJT.6.QJ973;8.1;3.9;3.4;6.1;4.8;8.2;3.9;3.3;6.0;4.4
7794;J62.AJ86.83.Q854;753.KT52.JT942.9;1.5;4.5;5.7;1.3;2.1;1.2;4.3;5.7;1.2;1.8
7795;K6.65.AT5.AKQJT9;J83.KQ8.843.8654;8.9;4.6;4.4;4.2;7.9;8.8;4.7;4.5;4.2;7.8
7796;QT7.KJT.983.AKT4;J962.AQ74.T62.76;5.3;5.5;7.2;7.2;6.1;5.3;5.5;7.2;7.2;6.1
7797;A.AT75432.Q874.7;J5.J986.K.KQ9854;8.1;3.2;10.3;2.7;6.3;8.3;3.2;10.3;2.7;6.3
7798;KQ82.J753.32.A73;A9.QT42.QJ865.54;3.8;6.5;7.3;5.3;4.9;3.8;6.5;7.3;5.3;5.0
7799;KJ864..QJT82.J95;QT9.AQT4.K65.QT6;5.8;8.0;4.0;7.5;6.5;5.9;8.0;4.1;7.5;6.9
7800;K8765.Q987.AQ5.2;Q932.3.T962.KQ86;5.0;7.0;4.9;9.0;6.5;5.0;6.9;4.9;9.0;6.6
7801;Q432.JT92.AK7.A4;AJ6.K6543.2.J873;7.2;5.4;10.1;9.2;8.8;7.2;5.5;10.2;9.3;8.8
7802;QT52.Q972.J983.7;43.AT85.KT2.AT93;3.8;5.9;7.5;4.9;4.9;3.9;6.0;7.5;4.8;5.1
7803;AQ842.AT9.963.A8;KJ6.Q75.QJ7.9543;6.1;6.6;6.6;8.7;7.4;6.3;6.6;6.7;8.7;7.5
7804;AK64.AK5.AT72.T2;Q5.J86.J95.J7643;7.8;8.4;6.9;6.8;7.3;8.1;8.3;7.1;6.8;7.3
7805;K8.43.AT643.KT64;QJ974.Q9865.K7.J;4.8;6.2;7.3;7.6;6.0;4.8;6.3;7.2;7.5;6.0
